RxNodeID,FreqInGHz,BandwidthMHz,N0,RSSI,BestRSRP,BestRSRPNode,BestSINR,RoIDbm,BestCouplingLoss,MaxTxAg,MaxRxAg,AssoTxAg,AssoRxAg,MaxTransmitBeamID
9742,0.7,1.728,-104.62456261857125,2.0209763898855518e-07,-67.49577843996992,146,8.684635710031273,-1000,-105.87077843996992,10.681386636163957,-1000,9.768964401025851,0,0
2437,0.7,1.728,-104.62456261857125,5.632542315590836e-08,-75.23605595377398,260,0.5519221828148915,-1000,-113.61105595377398,12.258332081811037,-1000,11.092035135301025,0,0
5537,0.7,1.728,-104.62456261857125,1.191686257057902e-05,-51.047702258754185,10,2.866662341030853,-1000,-89.42270225875419,11.253638223857443,-1000,7.714153957657118,0,0
5755,0.7,1.728,-104.62456261857125,1.3607393534105054e-08,-79.76510095066357,10,5.389589014726496,-1000,-118.14010095066357,13.29509423401123,-1000,13.29509423401123,0,0
2126,0.7,1.728,-104.62456261857125,1.3585311012344543e-05,-48.69730898036454,131,21.891503253662407,-1000,-87.07230898036454,15.6982415775782,-1000,15.6982415775782,0,0
4089,0.7,1.728,-104.62456261857125,6.479607906879019e-05,-42.94066269119945,264,5.601815771192086,-1000,-81.31566269119945,13.310289795655645,-1000,13.310289795655645,0,0
7854,0.7,1.728,-104.62456261857125,6.346586740578716e-07,-62.20549886731588,142,12.627621664764334,-1000,-100.58049886731588,12.37251529980318,-1000,10.043186896761288,0,0
8761,0.7,1.728,-104.62456261857125,2.358698045593212e-08,-79.02595720846234,16,0.5314893230429334,-1000,-117.40095720846234,11.548241240109508,-1000,6.995584755062353,0,0
5208,0.7,1.728,-104.62456261857125,2.0126329583665285e-10,-102.32863907853653,266,-3.8748857587478085,-1000,-140.70363907853653,9.62349480655826,-1000,0.7524379129545289,0,0
532,0.7,1.728,-104.62456261857125,7.935444920371775e-07,-61.19959843124181,256,13.372548987237835,-1000,-99.57459843124181,8.914789403554702,-1000,-7.626109509730778,0,0
2186,0.7,1.728,-104.62456261857125,1.384627265511802e-06,-59.06448840045657,3,9.344126582788462,-1000,-97.43948840045657,11.720687217182615,-1000,11.720687217182615,0,0
2778,0.7,1.728,-104.62456261857125,7.276825328264351e-07,-61.59880663464634,260,12.879205492500901,-1000,-99.97380663464634,12.446937570477303,-1000,10.81188161574934,0,0
3476,0.7,1.728,-104.62456261857125,5.023294085810926e-08,-73.07017771004669,256,17.30339022963527,-1000,-111.44517771004669,14.96335753053345,-1000,7.9575208240870605,0,0
3578,0.7,1.728,-104.62456261857125,5.8824438009699886e-09,-85.21666967913771,6,0.19836982493612254,-1000,-123.59166967913771,12.740518537484448,-1000,9.480858204879365,0,0
3755,0.7,1.728,-104.62456261857125,7.517407429283328e-09,-82.32957956456946,6,5.446012074815485,-1000,-120.70457956456946,12.085689063599364,-1000,11.314714289561724,0,0
4172,0.7,1.728,-104.62456261857125,9.648391663771021e-08,-72.86270283670117,7,0.6288391682578691,-1000,-111.23770283670117,15.437071337839331,-1000,15.437071337839331,0,0
6079,0.7,1.728,-104.62456261857125,2.3809654519870004e-07,-66.3847298839471,267,14.475608581549508,-1000,-104.7597298839471,16.140741441102392,-1000,16.140741441102392,0,0
7957,0.7,1.728,-104.62456261857125,5.722399624460952e-05,-42.5480992340033,15,15.385705887382372,-1000,-80.9230992340033,9.734661659349342,-1000,5.791602962405623,0,0
7966,0.7,1.728,-104.62456261857125,3.239415182607335e-09,-88.2959433206845,271,-0.7484153920368044,-1000,-126.6709433206845,9.796200780835882,-1000,-16.302060713719236,0,0
9018,0.7,1.728,-104.62456261857125,1.5464426191525238e-07,-68.90632103646327,17,6.942831238548749,-1000,-107.28132103646327,15.032441927281486,-1000,15.032441927281486,0,0
5764,0.7,1.728,-104.62456261857125,0.0009623200160256288,-33.1044003123793,266,0.14664679103486833,-1000,-71.4794003123793,9.49543266776682,-1000,-8.038306180478685,0,0
1165,0.7,1.728,-104.62456261857125,3.3898258997644355e-06,-54.725722094071074,6,21.97138795441319,-1000,-93.10072209407107,12.842459118406376,-1000,12.842459118406376,0,0
1743,0.7,1.728,-104.62456261857125,2.131289061309012e-07,-69.09684424298976,137,1.3601226772621402,-1000,-107.47184424298976,15.768141554711693,-1000,4.788708192250827,0,0
2038,0.7,1.728,-104.62456261857125,1.3117686392352605e-07,-69.93022430980993,131,5.363136418129656,-1000,-108.30522430980993,12.316865588826753,-1000,12.316865588826753,0,0
2805,0.7,1.728,-104.62456261857125,0.00044510785580984327,-33.546755935894,260,21.391653412114778,-1000,-71.921755935894,14.55166780076339,-1000,14.55166780076339,0,0
4326,0.7,1.728,-104.62456261857125,2.6090319387892127e-09,-87.30309829303924,263,3.956302369878159,-1000,-125.67809829303924,13.069026870774024,-1000,13.069026870774024,0,0
4931,0.7,1.728,-104.62456261857125,6.51699170720065e-07,-63.592983997341165,265,3.0931970008726637,-1000,-101.96798399734116,12.527763595430969,-1000,10.625759661158664,0,0
5170,0.7,1.728,-104.62456261857125,1.377725285413538e-07,-68.91820552907359,137,11.31074606724249,-1000,-107.29320552907359,12.067791049730744,-1000,12.067791049730744,0,0
8839,0.7,1.728,-104.62456261857125,2.4679859906584725e-05,-47.036291043389724,16,6.067714849561526,-1000,-85.41129104338972,11.22036673995007,-1000,9.208310642053668,0,0
9624,0.7,1.728,-104.62456261857125,7.154210815899612e-06,-51.48303927763425,146,21.791258358275158,-1000,-89.85803927763425,15.118251197483747,-1000,15.118251197483747,0,0
9729,0.7,1.728,-104.62456261857125,8.453115611966194e-05,-40.76645326556445,18,20.722175652417647,-1000,-79.14145326556445,15.274323331743446,-1000,15.274323331743446,0,0
1097,0.7,1.728,-104.62456261857125,1.1115937252176689e-07,-71.47010353351673,6,2.5228057634515153,-1000,-109.84510353351673,13.305267755671613,-1000,10.914829218319747,0,0
7409,0.7,1.728,-104.62456261857125,0.004394963153113377,-23.86900535485818,270,11.47742576875693,-1000,-62.24400535485818,10.685194793864067,-1000,10.504337761270772,0,0
7527,0.7,1.728,-104.62456261857125,0.00038439238611425233,-34.93935902109942,270,7.0180108598936,-1000,-73.31435902109942,13.859139014776076,-1000,13.859139014776076,0,0
7547,0.7,1.728,-104.62456261857125,6.47676439154249e-05,-42.03328978397292,14,14.634846999547108,-1000,-80.40828978397292,15.964611332095728,-1000,15.964611332095728,0,0
8193,0.7,1.728,-104.62456261857125,2.6102304754597475e-08,-78.11322588054867,15,1.6086993475312852,-1000,-116.48822588054867,12.484932430504688,-1000,7.588596029468288,0,0
2200,0.7,1.728,-104.62456261857125,6.897778526354329e-08,-71.66869604759657,259,18.884471607014802,-1000,-110.04369604759657,9.173319687699706,-1000,1.795854651997372,0,0
2376,0.7,1.728,-104.62456261857125,3.7002145036724234e-06,-58.039842542538636,259,-1.3232200913128906,-1000,-96.41484254253864,14.69252759287316,-1000,14.69252759287316,0,0
6296,0.7,1.728,-104.62456261857125,2.6627649233005138e-08,-77.13470293216778,281,4.241366623615136,-1000,-115.50970293216778,14.25857115933579,-1000,6.440016702371105,0,0
6354,0.7,1.728,-104.62456261857125,8.331001600226092e-07,-60.99053829592408,138,13.322812281751652,-1000,-99.36553829592408,14.354767928373338,-1000,14.354767928373338,0,0
8311,0.7,1.728,-104.62456261857125,1.4302362717200512e-07,-70.45238082745354,143,2.3117552897622744,-1000,-108.82738082745354,11.809495468748171,-1000,8.93171586441133,0,0
9225,0.7,1.728,-104.62456261857125,4.086201189491561e-07,-64.00009922389367,273,15.778899680059908,-1000,-102.37509922389367,9.149907000946413,-1000,-14.19312968295365,0,0
9482,0.7,1.728,-104.62456261857125,1.0393277009530034e-06,-59.906678147653736,18,17.636463903830816,-1000,-98.28167814765374,14.403329421198794,-1000,14.403329421198794,0,0
1977,0.7,1.728,-104.62456261857125,4.5194713298778075e-06,-54.09786914475413,131,7.928689638618202,-1000,-92.47286914475413,9.506479401988763,-1000,-3.8570063413686877,0,0
4530,0.7,1.728,-104.62456261857125,9.462774099487091e-09,-83.54053903342644,148,-0.5626376121450818,-1000,-121.91553903342644,12.173152437438977,-1000,12.173152437438977,0,0
4747,0.7,1.728,-104.62456261857125,0.00031364442490976576,-35.12272541608283,8,16.93398142406827,-1000,-73.49772541608283,12.823860152961606,-1000,12.823860152961606,0,0
6340,0.7,1.728,-104.62456261857125,0.007144175412264461,-21.479626851306847,267,23.54704401142311,-1000,-59.85462685130685,14.965147571101681,-1000,14.965147571101681,0,0
7406,0.7,1.728,-104.62456261857125,1.961613750851834e-06,-59.64206392859987,14,0.9343611777635559,-1000,-98.01706392859987,9.179187785718652,-1000,-12.953175060343442,0,0
885,0.7,1.728,-104.62456261857125,0.00011741906831033256,-39.70825609842527,258,10.092009935794387,-1000,-78.08325609842527,14.121590793038092,-1000,10.806625032594582,0,0
2027,0.7,1.728,-104.62456261857125,2.0302497865801207e-07,-68.06452586928782,131,5.226244006759984,-1000,-106.43952586928782,14.360779706454391,-1000,14.360779706454391,0,0
2282,0.7,1.728,-104.62456261857125,4.08421851886004e-08,-74.21960828988347,3,11.017129369173816,-1000,-112.59460828988347,14.194919182168759,-1000,14.194919182168759,0,0
2458,0.7,1.728,-104.62456261857125,0.0027644748802600153,-25.638450916351786,260,18.980397683438984,-1000,-64.01345091635179,13.827017647383133,-1000,13.827017647383133,0,0
2685,0.7,1.728,-104.62456261857125,8.191358307825128e-08,-70.972560983341,132,16.0666936808053,-1000,-109.347560983341,14.121318433902175,-1000,14.121318433902175,0,0
5294,0.7,1.728,-104.62456261857125,1.090972023114287e-08,-81.46034061337258,9,2.781643564704268,-1000,-119.83534061337258,12.128279589395849,-1000,10.679155084320014,0,0
9266,0.7,1.728,-104.62456261857125,1.1740166004328823e-06,-59.37508733501588,17,17.778837431274667,-1000,-97.75008733501588,13.611114205752804,-1000,13.611114205752804,0,0
828,0.7,1.728,-104.62456261857125,3.4792440703381572e-06,-54.65310503397109,0,18.02167210422506,-1000,-93.02810503397109,8.93246231905443,-1000,0.8435862744219147,0,0
5006,0.7,1.728,-104.62456261857125,6.243649817459981e-06,-52.698159684209784,9,7.9013810053859075,-1000,-91.07315968420978,12.917394312915082,-1000,12.917394312915082,0,0
5907,0.7,1.728,-104.62456261857125,2.265360546639984e-09,-89.34230301082823,11,0.236465625375061,-1000,-127.71730301082823,12.15499123887639,-1000,11.415232232128378,0,0
6397,0.7,1.728,-104.62456261857125,4.644704067104132e-06,-53.94787954921803,12,8.15936736292094,-1000,-92.32287954921803,10.51298448122851,-1000,7.624694462951677,0,0
8161,0.7,1.728,-104.62456261857125,0.007510465140791655,-21.252674018410772,15,26.668602513927326,-1000,-59.62767401841077,16.790692263463672,-1000,16.790692263463672,0,0
9200,0.7,1.728,-104.62456261857125,4.411565176908589e-05,-43.70676046263729,145,14.463241954735224,-1000,-82.08176046263729,10.332506935030189,-1000,10.197803010520452,0,0
2788,0.7,1.728,-104.62456261857125,8.944381796592772e-08,-70.54667249660022,4,18.410505196172835,-1000,-108.92167249660022,16.246656105148467,-1000,16.246656105148467,0,0
3269,0.7,1.728,-104.62456261857125,0.0030338372327571852,-25.18994169282275,5,26.432175948320214,-1000,-63.56494169282275,16.301948096418734,-1000,16.301948096418734,0,0
4002,0.7,1.728,-104.62456261857125,8.181171332715642e-06,-51.77460912123928,7,6.362902573592557,-1000,-90.14960912123928,14.04814646609853,-1000,14.04814646609853,0,0
4498,0.7,1.728,-104.62456261857125,3.488718867232036e-08,-75.08745454894789,8,9.007653673391133,-1000,-113.46245454894789,11.347724692261995,-1000,11.347724692261995,0,0
5193,0.7,1.728,-104.62456261857125,1.3194579797171769e-08,-80.32466635970064,265,3.74813575562969,-1000,-118.69966635970064,11.937717971637037,-1000,11.937717971637037,0,0
8973,0.7,1.728,-104.62456261857125,1.3758829277730808e-05,-50.0831823496288,262,3.952451022490038,-1000,-88.4581823496288,12.183189908386733,-1000,12.183189908386733,0,0
9188,0.7,1.728,-104.62456261857125,2.562631729867774e-10,-98.1181947547758,17,1.7945676658498115,-1000,-136.4931947547758,12.848321575793964,-1000,12.848321575793964,0,0
507,0.7,1.728,-104.62456261857125,1.3291072134242931e-08,-81.84664243080903,0,-0.1427128850667998,-1000,-120.22164243080903,15.591679702352344,-1000,15.591679702352344,0,0
7812,0.7,1.728,-104.62456261857125,4.567916876695194e-06,-56.77247518312717,142,-0.6912383066097547,-1000,-95.14747518312717,14.005759968164334,-1000,14.005759968164334,0,0
8107,0.7,1.728,-104.62456261857125,1.9071300013739516e-05,-50.04466215489023,143,0.3299344309658778,-1000,-88.41966215489023,12.286960452046264,-1000,12.286960452046264,0,0
9353,0.7,1.728,-104.62456261857125,4.019986411426752e-08,-74.85215035693557,273,6.407673477674905,-1000,-113.22715035693557,11.4026772570153,-1000,10.843650166958959,0,0
9709,0.7,1.728,-104.62456261857125,4.666942631980021e-08,-74.70845180286905,274,4.202216464133741,-1000,-113.08345180286905,16.091866880077752,-1000,16.091866880077752,0,0
2692,0.7,1.728,-104.62456261857125,2.29383072884369e-05,-46.65433378508558,4,12.098365512077343,-1000,-85.02933378508558,11.763584319286075,-1000,11.763584319286075,0,0
3360,0.7,1.728,-104.62456261857125,3.707113445913085e-07,-64.42059846845898,133,15.870690137956444,-1000,-102.79559846845898,8.956952279524018,-1000,-4.434829407429211,0,0
4420,0.7,1.728,-104.62456261857125,2.3844135626958642e-08,-78.19108969735379,264,2.4249951405152785,-1000,-116.56608969735379,12.802013797085262,-1000,9.814302022540286,0,0
1418,0.7,1.728,-104.62456261857125,8.307661738500586e-09,-84.46873243378454,130,-1.2209144588608893,-1000,-122.84373243378454,12.378744658016927,-1000,10.851114418158105,0,0
4925,0.7,1.728,-104.62456261857125,5.419192049777043e-05,-43.85516774851864,2,4.994996262576436,-1000,-82.23016774851864,13.05965607195181,-1000,13.05965607195181,0,0
7125,0.7,1.728,-104.62456261857125,2.496730468940975e-05,-47.731098274498564,13,3.180814852329675,-1000,-86.10609827449856,9.17556755410039,-1000,-11.878619641640178,0,0
8760,0.7,1.728,-104.62456261857125,2.449953892429699e-08,-76.23259140634245,144,15.375425018053377,-1000,-114.60759140634245,15.214720258646071,-1000,15.214720258646071,0,0
1203,0.7,1.728,-104.62456261857125,2.256124680593312e-08,-77.59218526393848,1,5.288106589487384,-1000,-115.96718526393848,12.265373956817612,-1000,11.094138470468938,0,0
2616,0.7,1.728,-104.62456261857125,3.678261899907251e-05,-44.35329857076292,4,26.49405789526577,-1000,-82.72829857076292,15.071774174869047,-1000,15.071774174869047,0,0
3030,0.7,1.728,-104.62456261857125,3.013302141764415e-09,-87.67021780793338,261,1.1790963721019523,-1000,-126.04521780793338,13.990173014245016,-1000,7.438482285233055,0,0
5089,0.7,1.728,-104.62456261857125,0.00034399683562296015,-34.84314456119456,9,13.078084419165286,-1000,-73.21814456119456,12.859906095987364,-1000,9.797176111432007,0,0
6773,0.7,1.728,-104.62456261857125,3.1934714250603435e-05,-45.017359565229754,12,18.56703152678454,-1000,-83.39235956522975,9.953303684722918,-1000,8.578346813368084,0,0
7555,0.7,1.728,-104.62456261857125,2.751347637725796e-07,-68.3094572369508,270,0.6338856862273303,-1000,-106.6844572369508,12.737237428703693,-1000,12.737237428703693,0,0
8752,0.7,1.728,-104.62456261857125,7.129819332323204e-08,-75.5732962748271,271,-1.9667697739734677,-1000,-113.9482962748271,16.129220324404386,-1000,1.1687793342059427,0,0
384,0.7,1.728,-104.62456261857125,6.275296393942311e-06,-53.52320644604404,128,3.846910052925864,-1000,-91.89820644604404,14.114473419101746,-1000,6.6280982911877695,0,0
3753,0.7,1.728,-104.62456261857125,5.466567732158763e-06,-52.831038586596065,6,13.088820766453665,-1000,-91.20603858659607,11.030793291834208,-1000,10.858873718778174,0,0
4197,0.7,1.728,-104.62456261857125,1.286362635996502e-08,-81.62890023514524,135,0.5959602301851987,-1000,-120.00390023514524,13.820599155067274,-1000,7.601249824724263,0,0
5392,0.7,1.728,-104.62456261857125,7.579846402814151e-09,-83.66838244209265,2,1.169064829451358,-1000,-122.04338244209265,13.367327253490537,-1000,2.9949872458257647,0,0
5748,0.7,1.728,-104.62456261857125,3.855787286700929e-07,-64.1658553502848,138,22.05295461682516,-1000,-102.5408553502848,8.82706141784468,-1000,-9.04736555938424,0,0
5838,0.7,1.728,-104.62456261857125,8.971833750589466e-08,-70.78275641736892,10,11.285590795139626,-1000,-109.15775641736892,14.257407839566243,-1000,14.257407839566243,0,0
7069,0.7,1.728,-104.62456261857125,7.922857042791393e-07,-61.88891348668133,141,6.497970606501198,-1000,-100.26391348668133,9.167086593759217,-1000,-10.373026892344734,0,0
2879,0.7,1.728,-104.62456261857125,2.2069720483090933e-08,-77.25179838988466,4,7.641373696698977,-1000,-115.62679838988466,11.97298905721385,-1000,10.627995047989597,0,0
8499,0.7,1.728,-104.62456261857125,5.774460588175704e-07,-64.3491337061636,144,2.4268023818681,-1000,-102.7241337061636,14.235433973990402,-1000,5.876897846936806,0,0
3601,0.7,1.728,-104.62456261857125,1.0065056248769155e-07,-71.275974699232,257,4.556238211271804,-1000,-109.650974699232,11.945185018540158,-1000,7.997531843533257,0,0
8766,0.7,1.728,-104.62456261857125,2.2275967923803502e-07,-66.83289903498353,144,11.289980052960104,-1000,-105.20789903498353,13.018292674119836,-1000,13.018292674119836,0,0
8994,0.7,1.728,-104.62456261857125,7.995940339763734e-08,-71.65380007607521,146,7.691129242461912,-1000,-110.02880007607521,12.769588285809272,-1000,8.287212766309787,0,0
388,0.7,1.728,-104.62456261857125,1.9984200731548402e-06,-57.004454170437626,128,25.832947949029148,-1000,-95.37945417043763,15.6224784819913,-1000,15.6224784819913,0,0
1901,0.7,1.728,-104.62456261857125,1.7948486642219853e-07,-68.09632696063656,3,8.01695032834752,-1000,-106.47132696063656,11.527827229879378,-1000,10.84214924500256,0,0
2041,0.7,1.728,-104.62456261857125,1.737795543939114e-08,-77.694319407114,3,16.585202239520584,-1000,-116.069319407114,15.825640331086799,-1000,15.825640331086799,0,0
6469,0.7,1.728,-104.62456261857125,1.2401600057074768e-07,-69.76965444861604,12,7.542478807907315,-1000,-108.14465444861604,12.566837655102919,-1000,12.566837655102919,0,0
6901,0.7,1.728,-104.62456261857125,1.4179553404949888e-05,-49.920983366951745,283,4.062820911504339,-1000,-88.29598336695175,13.530899084732685,-1000,13.530899084732685,0,0
2121,0.7,1.728,-104.62456261857125,7.158466002549518e-06,-51.47037914628193,131,23.678370645581325,-1000,-89.84537914628193,9.602218172157928,-1000,8.32330416347601,0,0
2957,0.7,1.728,-104.62456261857125,5.60577800336087e-08,-72.71159796307602,133,13.312781949290184,-1000,-111.08659796307602,15.453345461506053,-1000,15.453345461506053,0,0
9534,0.7,1.728,-104.62456261857125,3.2581761078116496e-05,-45.56966599800667,146,7.576117177274412,-1000,-83.94466599800667,14.20447888974476,-1000,14.20447888974476,0,0
871,0.7,1.728,-104.62456261857125,7.181633971503458e-09,-81.9492419315486,0,9.03135553918645,-1000,-120.3242419315486,13.438155019576808,-1000,13.438155019576808,0,0
2731,0.7,1.728,-104.62456261857125,4.198167953432614e-08,-77.12532383506968,132,-0.6657545626941186,-1000,-115.50032383506968,9.644221807122548,-1000,-6.639955907871782,0,0
4168,0.7,1.728,-104.62456261857125,1.9014615757201842e-07,-67.75607727053375,18,8.721998380629557,-1000,-106.13107727053375,11.942258012368674,-1000,11.942258012368674,0,0
6166,0.7,1.728,-104.62456261857125,1.81735975088825e-08,-81.14732989469297,12,-1.3572632851998918,-1000,-119.52232989469297,8.812480707195126,-1000,8.692646318819888,0,0
7581,0.7,1.728,-104.62456261857125,4.3277524951701106e-08,-75.21143591501817,30,3.59685504882448,-1000,-113.58643591501817,14.00188029675122,-1000,14.00188029675122,0,0
8792,0.7,1.728,-104.62456261857125,9.137487295202799e-07,-63.38541697817307,32,0.03329404435343264,-1000,-101.76041697817307,14.789283746511162,-1000,10.534564287118224,0,0
9762,0.7,1.728,-104.62456261857125,3.191242144048694e-08,-77.54086243874116,18,0.9069436732740712,-1000,-115.91586243874116,12.800374328873534,-1000,8.568037970677786,0,0
2574,0.7,1.728,-104.62456261857125,5.948920046749337e-06,-52.26497608787666,4,26.661607672067518,-1000,-90.63997608787666,16.636106160637894,-1000,16.636106160637894,0,0
7349,0.7,1.728,-104.62456261857125,4.359024284568692e-07,-64.403886739844,13,6.9540194220635385,-1000,-102.778886739844,16.03451280726794,-1000,16.03451280726794,0,0
4774,0.7,1.728,-104.62456261857125,9.538968397757813e-08,-71.02119140756903,264,6.845355520198197,-1000,-109.39619140756903,11.991492635649049,-1000,11.991492635649049,0,0
6678,0.7,1.728,-104.62456261857125,1.7454197422774626e-07,-68.51915677956927,139,6.1775756285036465,-1000,-106.89415677956927,12.645181791593295,-1000,8.636695583567825,0,0
6987,0.7,1.728,-104.62456261857125,7.412382484292483e-06,-53.484382156567904,141,1.8477506121223684,-1000,-91.8593821565679,11.24094152989233,-1000,7.194381071971028,0,0
9229,0.7,1.728,-104.62456261857125,2.350375111264928e-08,-78.20589723922217,273,2.5571679475350635,-1000,-116.58089723922217,12.190274970642793,-1000,10.583006209918475,0,0
3855,0.7,1.728,-104.62456261857125,0.00011510885256585436,-39.971999815705104,16,8.42570410451291,-1000,-78.3469998157051,12.71899476902416,-1000,12.71899476902416,0,0
6638,0.7,1.728,-104.62456261857125,2.2083641918147408e-06,-58.42629250137884,12,2.6995107475586053,-1000,-96.80129250137884,16.20902847637049,-1000,16.20902847637049,0,0
6839,0.7,1.728,-104.62456261857125,2.7970036529786544e-08,-76.6778647540387,13,5.2056016513651855,-1000,-115.0528647540387,12.586552033009657,-1000,12.586552033009657,0,0
7071,0.7,1.728,-104.62456261857125,0.000238837479767952,-36.692054086276855,269,9.389821046508011,-1000,-75.06705408627685,9.319615818989467,-1000,-10.49551093154339,0,0
7722,0.7,1.728,-104.62456261857125,7.662674881536618e-09,-82.47561888194173,14,4.497602256766697,-1000,-120.85061888194173,12.108963403759923,-1000,10.99169894903605,0,0
8902,0.7,1.728,-104.62456261857125,1.2506491215079586e-06,-61.16541404597167,272,1.9681666447992612,-1000,-99.54041404597167,11.74434490631354,-1000,9.033633128685832,0,0
795,0.7,1.728,-104.62456261857125,2.1645698175803686e-07,-69.51639466872703,256,0.2850552685331422,-1000,-107.89139466872703,13.931459982107283,-1000,13.931459982107283,0,0
5423,0.7,1.728,-104.62456261857125,2.574959721010979e-09,-86.48969291394792,138,8.313088365959928,-1000,-124.86469291394792,10.643596997136427,-1000,9.750377480382468,0,0
5861,0.7,1.728,-104.62456261857125,0.017512862457986902,-17.58021808425707,266,24.975476288354074,-1000,-55.95521808425707,14.937459696556665,-1000,14.937459696556665,0,0
5961,0.7,1.728,-104.62456261857125,1.4025400111026839e-08,-78.67255991544326,139,14.792712274721396,-1000,-117.04755991544326,15.635201241145104,-1000,15.635201241145104,0,0
6090,0.7,1.728,-104.62456261857125,4.3605049313982283e-07,-63.94756342148338,267,10.853178752054077,-1000,-102.32256342148338,14.680295772349403,-1000,14.680295772349403,0,0
8587,0.7,1.728,-104.62456261857125,0.00024163170939818548,-36.26264570762187,272,16.590849464416138,-1000,-74.63764570762187,13.435819060891411,-1000,13.435819060891411,0,0
1186,0.7,1.728,-104.62456261857125,4.220975900986637e-08,-75.37775445268497,258,3.4094913493091923,-1000,-113.75275445268497,11.226352521331997,-1000,11.226352521331997,0,0
3174,0.7,1.728,-104.62456261857125,1.5372588866581315e-08,-78.54245582890093,261,10.044213930429578,-1000,-116.91745582890093,16.644997672322425,-1000,16.644997672322425,0,0
5405,0.7,1.728,-104.62456261857125,1.7360293119054813e-06,-57.64754828080507,10,20.009597386662023,-1000,-96.02254828080507,16.662897917124162,-1000,16.662897917124162,0,0
9871,0.7,1.728,-104.62456261857125,1.570740796633051e-06,-58.499602086584645,274,9.511798284406211,-1000,-96.87460208658464,11.356567059386373,-1000,11.356567059386373,0,0
9880,0.7,1.728,-104.62456261857125,4.506389060892563e-06,-54.345030929771724,146,6.467531332005507,-1000,-92.72003092977172,11.156032656946572,-1000,9.289190588405123,0,0
5944,0.7,1.728,-104.62456261857125,1.5183979695841991e-05,-48.676479044701736,267,9.225438458782456,-1000,-87.05147904470174,9.065754768946487,-1000,-4.89771829818484,0,0
6571,0.7,1.728,-104.62456261857125,1.2387217416658225e-07,-69.32395815257533,268,12.207245753824296,-1000,-107.69895815257533,14.550182544487287,-1000,14.550182544487287,0,0
6817,0.7,1.728,-104.62456261857125,1.0206190004403372e-07,-70.03488068854428,268,15.398664471444008,-1000,-108.40988068854428,9.099462858933393,-1000,0.21020096405881183,0,0
8992,0.7,1.728,-104.62456261857125,1.8869081826549505e-05,-51.20000492180698,16,-1.7243719225171432,-1000,-89.57500492180698,14.433135541585358,-1000,6.268803450038255,0,0
